user,stratum,history_length,lp_current,lp_metadata_first_full,lp_metadata_first_minus_all_recovered,lp_metadata_first_minus_recovered_slice8,lp_metadata_first_minus_matched_visible_slice8,net_reallocation,recovered_all_contribution,residual_layout_effect,recovered_slice8_contribution,matched_visible_slice8_contribution
AT28RL25Q2OLK,tail_hit,20,-0.723203182220459,-1.6521018743515015,-1.6983877420425415,-1.656541109085083,-1.6569128036499023,-0.9288986921310425,0.04628586769104004,-0.9751845598220825,0.004439234733581543,0.004810929298400879
A3MFD96AMFQ5BX,tail_hit,3,-0.6224800944328308,-0.8357182145118713,-0.9408170580863953,-0.8227635622024536,-0.7361636161804199,-0.21323812007904053,0.10509884357452393,-0.31833696365356445,-0.012954652309417725,-0.09955459833145142
AGYFY5SM8YJE0,tail_hit,3,-0.3093118965625763,-0.8152850866317749,-0.6342397332191467,-0.7895650267601013,-0.8880775570869446,-0.5059731900691986,-0.18104535341262817,-0.32492783665657043,-0.025720059871673584,0.07279247045516968
A1AZDXLH2LSSBK,tail_hit,4,-0.20354561507701874,-2.081974983215332,-2.287705183029175,-1.977360725402832,-2.0605998039245605,-1.8784293681383133,0.20573019981384277,-2.084159567952156,-0.1046142578125,-0.021375179290771484
A1Y98ZI1D2V84X,tail_hit,4,-0.02556370384991169,-10.599550247192383,-10.687795639038086,-10.522567749023438,-10.547551155090332,-10.573986543342471,0.08824539184570312,-10.662231935188174,-0.07698249816894531,-0.05199909210205078
A9NYG83TEGG4O,tail_hit,4,-0.5838193297386169,-9.888524055480957,-9.622492790222168,-9.940882682800293,-9.817700386047363,-9.30470472574234,-0.26603126525878906,-9.038673460483551,0.05235862731933594,-0.07082366943359375
AQD0L8H1MIEI9,tail_hit,6,-0.33308449387550354,-13.204963684082031,-13.059812545776367,-12.94299030303955,-12.99615478515625,-12.871879190206528,-0.14515113830566406,-12.726728051900864,-0.26197338104248047,-0.20880889892578125
AAXLAV096NKIL,tail_hit,3,-0.3429289162158966,-8.196418762207031,-7.948990345001221,-8.083975791931152,-8.240478515625,-7.853489845991135,-0.24742841720581055,-7.606061428785324,-0.1124429702758789,0.04405975341796875
A25SFE4WC46G4B,tail_hit,4,-0.5717282891273499,-0.6541653871536255,-0.5733146667480469,-0.6247968673706055,-0.6155258417129517,-0.08243709802627563,-0.08085072040557861,-0.0015863776206970215,-0.02936851978302002,-0.03863954544067383
A10L198Q8ZKC0H,tail_hit,7,-0.93048495054245,-1.9123026132583618,-1.618204116821289,-1.830135703086853,-1.9299476146697998,-0.9818176627159119,-0.29409849643707275,-0.6877191662788391,-0.08216691017150879,0.01764500141143799
A3A582ZMCKUYBI,tail_hit,6,-0.7391682863235474,-0.7664862871170044,-0.7673640251159668,-0.7570155262947083,-0.7879041433334351,-0.02731800079345703,0.0008777379989624023,-0.028195738792419434,-0.009470760822296143,0.021417856216430664
A1ABSMOMA1M0RR,tail_hit,4,-0.06715453416109085,-3.6460511684417725,-3.4387831687927246,-3.6088473796844482,-3.6888623237609863,-3.5788966342806816,-0.20726799964904785,-3.3716286346316338,-0.03720378875732422,0.04281115531921387
A18IMN843SVCSF,tail_hit,3,-0.6243389248847961,-0.6436355710029602,-0.6788063049316406,-0.6505245566368103,-0.6458041071891785,-0.019296646118164062,0.03517073392868042,-0.05446738004684448,0.006888985633850098,0.0021685361862182617
A3U16LITWT2PQJ,tail_hit,5,-0.8675925135612488,-2.0749175548553467,-2.150428533554077,-2.0741689205169678,-2.064262866973877,-1.207325041294098,0.07551097869873047,-1.2828360199928284,-0.0007486343383789062,-0.010654687881469727
A2UQGGK8VJPUH5,tail_hit,10,-0.5598913431167603,-0.8427191376686096,-0.8159385919570923,-0.8075677156448364,-0.8345616459846497,-0.28282779455184937,-0.026780545711517334,-0.25604724884033203,-0.03515142202377319,-0.008157491683959961
A3GU0WUASNFV0W,tail_hit,3,-0.8819533586502075,-0.7091678380966187,-0.4912589490413666,-0.647388756275177,-0.6734915971755981,0.17278552055358887,-0.21790888905525208,0.39069440960884094,-0.06177908182144165,-0.03567624092102051
